Inspection_ID,DBA_Name,AKA_Name,License,Facility_Type,Risk,Address,City,State,Zip,Inspection_Date,Inspection_Type,Results
2485102,SENOR PAN CAFE,SENOR PAN CAFE,2658788,Restaurant,Risk 1 (High),5055 W DIVERSEY AVE ,CHICAGO,IL,60639,2021,Canvass,Out of Business
2485100,THE WINDSOR,THE WINDSOR,2368464,Restaurant,Risk 1 (High),160 E HURON ST ,CHICAGO,IL,60611,2021,Canvass,Out of Business
2485085,SHUSHI SPORT,SUSHI SPORT,2771487,Restaurant,Risk 1 (High),3119 W LAWRENCE AVE ,CHICAGO,IL,60625,2021,License Re-Inspection,Pass
2485075,VERANDA GREEK AMERICAN TAVERNA,VERANDA,1932369,Restaurant,Risk 1 (High),5700-5702 W IRVING PARK RD ,CHICAGO,IL,60634,2021,Non-Inspection,No Entry
2485061,CHI TOWN FISH AND SEAFOOD,CHI TOWN FISH AND SEAFOOD,2326701,Wholesale,Risk 2 (Medium),4949 N ELSTON AVE ,CHICAGO,IL,60630,2021,Canvass,Out of Business
2485044,THE MADISON BAR & KITCHEN,THE MADISON BAR & KITCHEN,2475804,Restaurant,Risk 1 (High),1027 W MADISON ST ,CHICAGO,IL,60607,2021,Non-Inspection,No Entry
2485045,MADISON CRAB HOUSE,MADISON CRAB HOUSE,2574667,Restaurant,Risk 1 (High),1045 W MADISON ST ,CHICAGO,IL,60607,2021,Non-Inspection,No Entry
2485032,"CHICAGO SHARK FISH, INC","CHICAGO SHARK FISH, INC",2483042,Restaurant,Risk 2 (Medium),9800 S HALSTED ST ,CHICAGO,IL,60628,2021,Short Form Complaint,Pass
2485029,KRISPY'S CHICKEN & SEAFOOD,SHARKS,2636254,Restaurant,Risk 2 (Medium),400 E 87TH ST ,CHICAGO,IL,60619,2021,Canvass,Out of Business
2485012,GOLDEN GRAIN BAKERY AND DONUTS CORPORATION,GOLDEN GRAIN BAKERY/CAFE,2288717,Restaurant,Risk 1 (High),3342 W LAWRENCE AVE ,CHICAGO,IL,60625,2021,Canvass Re-Inspection,Pass
2485006,JOAN DACHS BAIS,JOAN DACH BAIS,2225390,School,Risk 1 (High),3200 W PETERSON AVE ,CHICAGO,IL,60659,2021,Canvass,Pass w/ Conditions
2485058,SAL'S TRATTORIA,SAL'S TRATTORIA,2511373,Restaurant,Risk 1 (High),2834 N SOUTHPORT AVE ,CHICAGO,IL,60657,2021,Canvass,No Entry
2484983,PHO XE LUA,PHO XE LUA,1043966,Restaurant,Risk 1 (High),1021 W ARGYLE ST ,CHICAGO,IL,60640,2021,Canvass,Fail
2484968,KINDRED CHICAGO-CENTRAL HOSPITAL,KINDRED CHICAGO-CENTRAL HOSPITAL,2206262,Restaurant,Risk 1 (High),4058 W MELROSE ST ,CHICAGO,IL,60641,2021,Complaint,Pass
2484954,SAWYER (MAIN),SAWYER,2040692,School,Risk 1 (High),5248 S SAWYER AVE ,CHICAGO,IL,60632,2021,Canvass,Pass
2484960,BEAT KITCHEN,BEAT KITCHEN,1694767,Restaurant,Risk 1 (High),2100 W BELMONT AVE ,CHICAGO,IL,60618,2021,Non-Inspection,No Entry
2484935,STARBUCKS COFFEE #13710,STARBUCKS,1843207,Restaurant,Risk 2 (Medium),30 W ERIE ST ,CHICAGO,IL,60654,2021,Canvass Re-Inspection,Pass
2484927,SAFE HAVEN CHILDCARE CENTER,SAFE HAVEN CHILDCARE CENTER,2609172,Children's Services Facility,Risk 1 (High),905-907 W 87TH ST ,CHICAGO,IL,60620,2021,License,No Entry
2484986,CAFE ROM,CAFE ROM,2423760,Restaurant,Risk 2 (Medium),180 N STETSON AVE ,CHICAGO,IL,60601,2021,Canvass,Out of Business
2484988,DAVIDsTEA,DAVIDsTEA,2320714,Restaurant,Risk 2 (Medium),151 N MICHIGAN AVE ,CHICAGO,IL,60601,2021,Canvass,Out of Business
2492218,MARVIN'S FOOD & FUEL / MORGAN'S ON FULTON,MARVIN'S FOOD & FUEL / MORGAN'S ON FULTON,2762147,Restaurant,Risk 3 (Low),948-954 W FULTON MARKET ,CHICAGO,IL,60607,2021,License,Fail
2492216,MARVIN'S FOOD & FUEL / MORGAN'S ON FULTON,MARVIN'S FOOD & FUEL / MORGAN'S ON FULTON,2762142,Restaurant,Risk 1 (High),948-954 W FULTON MARKET ,CHICAGO,IL,60607,2021,Canvass,Pass
2484911,KUMA'S CORNER,KUMA'S CORNER,1573847,Restaurant,Risk 1 (High),2900 W BELMONT AVE ,CHICAGO,IL,60618,2021,Canvass,Pass
2484898,"VAUNT FITNESS, LLC","VAUNT FITNESS, LLC",2717891,Restaurant,Risk 2 (Medium),6255 S ARCHER AVE ,CHICAGO,IL,60638,2021,License,Not Ready
2484883,"SYS HAPPY LAND CHILD DAYCARE CENTER, INC.",SYS HAPPY LAND CHILD DAYCARE CENTER,2488464,Children's Services Facility,Risk 1 (High),3915-3917 S KEDZIE AVE ,CHICAGO,IL,60632,2021,License,Pass
2484887,GAS PLUS MOBIL/BUDDY BEAR CAR WASH,GAS PLUS MOBIL/BUDDY BEAR CAR WASH,1544799,Grocery Store,Risk 3 (Low),6000 S WESTERN AVE ,CHICAGO,IL,60636,2021,Canvass,Out of Business
2484893,CHIPOTLE MEXICAN GRILL,CHIPOTLE MEXICAN GRILL,1044714,Restaurant,Risk 1 (High),1166 N STATE ST ,CHICAGO,IL,60610,2021,Canvass,Pass
2484885,APOLONIA,APOLONIA,2762623,Restaurant,Risk 3 (Low),105 E CERMAK RD ,CHICAGO,IL,60616,2021,License,Pass
2484880,CHICAGO SMOKE LTD,CHICAGO SMOKE,1271546,Catering,Risk 1 (High),2300 S THROOP ST ,CHICAGO,IL,60608,2021,Complaint Re-Inspection,Pass
2484852,MIN MIN CAFE,MIN MIN CAFE,2470178,Restaurant,Risk 1 (High),1465 W IRVING PARK RD ,CHICAGO,IL,60613,2021,Non-Inspection,No Entry
2484836,HUDDLE HOUSE,HUDDLE HOUSE,1495215,Restaurant,Risk 1 (High),4748 N KIMBALL AVE ,CHICAGO,IL,60625,2021,Canvass Re-Inspection,Pass w/ Conditions
2484821,VITO & ANGELO PIZZERIA INC.,VITO & ANGELO PIZZERIA,2064183,Restaurant,Risk 1 (High),3644 W FULLERTON AVE ,CHICAGO,IL,60647,2021,Canvass,Out of Business
2484811,CORONAS CAFE INC.,CORONAS CAFE,2475823,Restaurant,Risk 1 (High),909 W IRVING PARK RD ,CHICAGO,IL,60613,2021,Canvass Re-Inspection,Pass
2495212,McDonalds,MC DONALDS,2031962,Restaurant,Risk 2 (Medium),1951 E 95th ST ,CHICAGO,IL,60617,1987,Recent Inspection,Pass w/ Conditions
2484761,BRIGHT SCHOLARS CLUBHOUSE I,BRIGHT SCHOLARS CLUBHOUSE I,2379063,Children's Services Facility,Risk 1 (High),9522-9524 S VINCENNES AVE ,CHICAGO,IL,60643,1988,Canvass,Pass
2484794,JIMMY JOHN'S,JIMMY JOHN'S,2411776,Restaurant,Risk 1 (High),1148 W WILSON AVE ,CHICAGO,IL,60640,1989,Canvass,Pass
2484735,DEMITASSE,DEMITASSE,28260,Restaurant,Risk 1 (High),1066 W TAYLOR ST ,CHICAGO,IL,60607,1990,Canvass,Pass w/ Conditions
2484744,LIZZY J. CAFE,LIZZY J. CAFE,2698559,Restaurant,Risk 1 (High),2205 W MONTROSE AVE ,CHICAGO,IL,60618,1991,Canvass Re-Inspection,Pass
2484720,"PILATES AND COFFEE, LLC","PILATES AND COFFEE, LLC",2578096,Restaurant,Risk 2 (Medium),2144 W ROSCOE ST ,CHICAGO,IL,60618,1992,Canvass,Pass
2484708,ANTOJITOS GUATEMALTECOS,ANTOJITOS GUATEMALATECOS,2690251,Restaurant,Risk 1 (High),5823 W FULLERTON AVE ,CHICAGO,IL,60639,1993,Canvass,Out of Business
2484665,La Autentica De Guerrero Inc.,La Autentica De Guerrero,2749741,Restaurant,Risk 1 (High),3051 N CENTRAL AVE ,CHICAGO,IL,60634,1995,Canvass Re-Inspection,Pass
2484664,CAFE COLAO,CAFE COLAO,2500992,Restaurant,Risk 1 (High),2638 W DIVISION ST ,CHICAGO,IL,60622,1996,Canvass,Fail
2484650,S@KURA,S@KURA FUSION JAPANISE & SUSHI REST.,2037766,Restaurant,Risk 1 (High),2507 W FULLERTON AVE ,CHICAGO,IL,60647,1997,Non-Inspection,No Entry
2484643,BQ AFROROOT CUISINE,BQ AFROROOT CUISINE,1803230,Restaurant,Risk 1 (High),4701 N KENMORE AVE ,CHICAGO,IL,60640,1998,Canvass,Fail
2484712,A BOY NAMED JUDAH LLC,REAL GOOD JUICE CO.,2443125,Restaurant,Risk 2 (Medium),1 N HALSTED ST ,CHICAGO,IL,60661,1999,Non-Inspection,No Entry
2484604,JACKIE ROBINSON ELEMENTARY,JACKIE ROBINSON ELEMENTARY,26061,School,Risk 1 (High),4225 S LAKE PARK ,CHICAGO,IL,60653,2000,Canvass,Pass
2484610,LIGHTHOUSE ARTSPACE CHICAGO,LIGHTHOUSE ARTSPACE CHICAGO,2767127,Restaurant,Risk 1 (High),100-108 W GERMANIA PL ,,IL,60610,2001,License Re-Inspection,Pass
2484603,CAFE TACUBA CHICAGO,CAFE TACUBA CHICAGO,2678205,Restaurant,Risk 1 (High),4507 W LAWRENCE AVE ,CHICAGO,IL,60630,2003,Canvass,Out of Business
2484633,Subway,Subway,2054100,Restaurant,Risk 1 (High),236 S State ST ,CHICAGO,IL,60604,2004,Canvass,Out of Business
2484594,JEWEL FOOD STORE,JEWEL FOOD STORE,2320250,Grocery Store,Risk 1 (High),1763 W HOWARD ST ,CHICAGO,IL,60626,2005,Complaint,Fail
2484639,PHILLY'S BEST,PHILLY'S BEST,1520673,Restaurant,Risk 1 (High),907 W BELMONT AVE ,CHICAGO,IL,60657,2006,Canvass,Fail
2484568,GALAPAGOS CAFE,GALAPAGOS CAFE,2042872,Restaurant,Risk 1 (High),3800 W LAWRENCE AVE ,CHICAGO,IL,60625,2007,Canvass Re-Inspection,Pass
2484572,TONY'S ITALIAN BEEF,TONY'S ITALIAN BEEF,3847,Restaurant,Risk 1 (High),7007 S PULASKI RD ,CHICAGO,IL,60629,2009,Canvass,Pass
2484565,PALERMO'S RESTAURANT,PALERMO'S RESTAURANT,1800,Restaurant,Risk 1 (High),3751 W 63RD ST ,CHICAGO,IL,60629,2010,Non-Inspection,Pass
2484554,LOS MOLCAJETES,LOS MOLCAJETES,2516776,Restaurant,Risk 1 (High),3532 W MONTROSE AVE ,CHICAGO,IL,60618,2011,Canvass Re-Inspection,Pass
361330,CHICAGO FOOD CORP,CHICAGO FOOD CORP,1169745,Grocery Store,Risk 2 (Medium),5800 N PULASKI RD ,CHICAGO,IL,60646,2012,Canvass,Pass
2484552,"ME AND YOU LEARNING ACADEMY, INC.","ME AND YOU LEARNING ACADEMY, INC",2304218,Daycare Above and Under 2 Years,Risk 1 (High),11223 S HALSTED ST ,CHICAGO,IL,60628,2021,Canvass Re-Inspection,Pass
2484536,EL GUANACO 2,EL GUANACO 2,1514780,Restaurant,Risk 1 (High),6345 W GRAND AVE ,CHICAGO,IL,60639,2021,Canvass,Out of Business
2484586,NOODLES & COMPANY,NOODLES & COMPANY,2134279,Restaurant,Risk 1 (High),3419 N SOUTHPORT AVE ,CHICAGO,IL,60657,2021,Canvass Re-Inspection,Pass
2484525,BABA'S FAMOUS STEAK AND LEMONADE,BABA'S FAMOUS STEAK AND LEMONADE,2578435,Restaurant,Risk 2 (Medium),7859 S STATE ST ,CHICAGO,IL,60619,2021,Short Form Complaint,Pass w/ Conditions
2484516,WINGSTOP RESTAURANT,WINGSTOP RESTAURANT,2728527,Restaurant,Risk 1 (High),2042 W 47TH ST ,CHICAGO,IL,60609,2021,Canvass Re-Inspection,Pass
2484509,SUBWAY 24379,SUBWAY,2442989,Restaurant,Risk 1 (High),816 N STATE ST ,CHICAGO,IL,60610,2021,Canvass,Pass
2484507,MELVILLE FULLER ELEMENTARY,MELVILLE FULLER ELEMENTARY,23271,School,Risk 1 (High),4214 S St Lawrence (600E) ,CHICAGO,IL,60653,2021,Canvass,Pass
2491213,McDonalds Restaurant,McDonalds,12886,Restaurant,Risk 2 (Medium),9211 S COMMERCIAL AVE ,CHICAGO,IL,60617,2021,Canvass,Out of Business
401231,CLARKE'S CAFE,CLARKE'S CAFE,1968541,Restaurant,Risk 2 (Medium),77 W JACKSON BLVD ,CHICAGO,IL,60604,2010,Canvass,Out of Business
284765,DOS PILARES GROCERY STORE,DOS PILARES GROCERY STORE,2050017,Grocery Store,Risk 2 (Medium),2401 S RIDGEWAY AVE ,CHICAGO,IL,60623,2010,License Re-Inspection,Pass
2484471,MORETTI'S,MORETTI'S,2298369,Restaurant,Risk 1 (High),6727-6733 N OLMSTED AVE ,CHICAGO,IL,60631,2021,Canvass,Pass w/ Conditions
2484462,HANDCUT FOODS LLC,LATIN SCHOOL OF CHICAGO LOWER SCHOOL,2470308,Restaurant,Risk 1 (High),1531 N DEARBORN PKWY ,CHICAGO,IL,60610,2021,Canvass,Pass
2484459,Norwood Park SSC Food Service,Norwood Park Senior Center,1981283,Golden Diner,Risk 1 (High),5801 N Natoma AVE ,CHICAGO,IL,60631,2021,Canvass,Pass
2484447,MESON DEL TACO INC,MESON DEL TACO,2032536,Restaurant,Risk 1 (High),3144 N NARRAGANSETT AVE ,CHICAGO,IL,60634,2021,Canvass,Out of Business
2484436,WONDERLAND DAY CARE,WONDERLAND DAY CARE,2215620,Children's Services Facility,Risk 1 (High),6319 W BELMONT AVE ,CHICAGO,IL,60634,2021,Canvass,Out of Business
2484441,NATHAN DAVIS ELEMENTARY,NATHAN DAVIS ELEMENTARY,22891,School,Risk 1 (High),3014 W 39th PL ,CHICAGO,IL,60632,2021,Canvass,Pass
2484488,MRS FIELDS COOKIES,MRS FIELDS,2319805,Restaurant,Risk 2 (Medium),32 E RANDOLPH ST ,CHICAGO,IL,60601,2021,Canvass,Pass
2484483,EL PUEBLO,EL PUEBLO,2192735,Restaurant,Risk 1 (High),2212 W DEVON AVE ,CHICAGO,IL,60659,2021,Canvass,Pass
2484432,ROSAS TAMALES INC,ROSAS TAMALES INC,2766897,Restaurant,Risk 1 (High),5957 S KEDZIE AVE ,CHICAGO,IL,60629,2021,License,Pass
2484425,HEALTHY KIDS KITCHEN,HEALTHY KIDS KITCHEN,2293158,Catering,Risk 1 (High),4189 N CLARENDON AVE ,CHICAGO,IL,60613,2021,Canvass Re-Inspection,Pass
2484477,NESH MEDITERRANEAN GRILL,NESH MEDITERRANEAN GRILL,2158229,Restaurant,Risk 1 (High),205 W MONROE ST ,CHICAGO,IL,60606,2021,Canvass,Out of Business
2484474,JIMMY JOHNS,JIMMY JOHNS,1997729,Restaurant,Risk 1 (High),201 W MADISON ST ,CHICAGO,IL,60606,2021,Canvass,Pass
2484421,"WENDY'S PROPERTIES, LLC",WENDY'S,2423887,Restaurant,Risk 1 (High),242 W GARFIELD BLVD ,CHICAGO,IL,60609,2021,Canvass Re-Inspection,Pass
2484415,IDOF FRESH MEDITERRANEAN,IDOF FRESH MEDITERRANEAN,2704362,Restaurant,Risk 1 (High),1920 W NORTH AVE ,CHICAGO,IL,60622,2021,Canvass,Pass
2484418,SUBWAY SANDWICH,SUBWAY,2535023,Restaurant,Risk 1 (High),5062 N SHERIDAN RD ,CHICAGO,IL,60640,2021,Canvass,Pass
2484468,BLACK EAGLE CLUB,BLACK EAGLE CLUB,2653260,Restaurant,Risk 1 (High),1938 W IRVING PARK RD ,CHICAGO,IL,60613,2021,Non-Inspection,No Entry
2484427,BAR LOUIE,BAR LOUIE,2391507,Restaurant,Risk 1 (High),1325 S HALSTED ST ,CHICAGO,IL,60607,2021,Canvass,Pass
2484431,ARYA BHAVAN,ARYA BHAVAN,66515,Restaurant,Risk 1 (High),2508 W DEVON AVE ,CHICAGO,IL,60659,2021,Non-Inspection,No Entry
2484368,JANINA'S DELI,BOUEFGHAUS,1094341,Restaurant,Risk 1 (High),1012 N WESTERN AVE ,CHICAGO,IL,60622,2021,Canvass,Out of Business
2484358,DOS TOROS TAQUERIA,DOS TOROS TAQUERIA,2589498,Restaurant,Risk 1 (High),205 W WACKER DR ,CHICAGO,IL,60606,2021,Canvass,Out of Business
2484361,AFC SUSHI @ Jewel Osco #2506,AFC SUSHI,2334436,Grocery Store,Risk 1 (High),424 W DIVISION ST ,CHICAGO,IL,60610,2021,Canvass,Pass
2484338,Oromo Cafe,Oromo Cafe,2464339,Restaurant,Risk 1 (High),4703 N Lincoln AVE ,CHICAGO,IL,60625,2021,Canvass,Pass
2484324,DOLLOP COFFEE CO,DOLLOP COFFEE CO,2698381,Restaurant,Risk 1 (High),1636 W MONTROSE AVE ,CHICAGO,IL,60613,2021,Canvass,Pass
2484319,MONTROSE DELI,MONTROSE FOOD MART & DELI,2184394,Grocery Store,Risk 1 (High),6601 W IRVING PARK RD ,CHICAGO,IL,60634,2021,Complaint,Pass w/ Conditions
2484305,Subway Restaurant,Subway,2197148,Restaurant,Risk 1 (High),5215 W CHICAGO AVE ,CHICAGO,IL,60651,2021,Canvass,Fail
2484288,SUBWAY,SUBWAY,2134794,Restaurant,Risk 1 (High),6072-6074 N NORTHWEST HWY ,CHICAGO,IL,60631,2021,Canvass Re-Inspection,Pass
2484282,DAGUAN NOODLE,DAGUAN NOODLE,2386079,Restaurant,Risk 1 (High),2230 S WENTWORTH AVE ,CHICAGO,IL,60616,2021,Canvass,Fail
2484265,TE'AMO CHINATOWN LLC,TE'AMO CHINATOWN LLC,2766941,Restaurant,Risk 2 (Medium),2169A S CHINA PL ,CHICAGO,IL,60616,2021,License,Not Ready
2484266,TASTY PLACE,TASTY PLACE,1888650,Bakery,Risk 1 (High),2339 S WENTWORTH AVE ,CHICAGO,IL,60616,2021,Canvass,Fail
2484267,AU BON PAIN,AU BON PAIN,2196553,Restaurant,Risk 1 (High),5215 N CALIFORNIA AVE ,CHICAGO,IL,60625,2021,Canvass Re-Inspection,Pass
2484260,SHOP-N-SAVE,SHOP-N-SAVE,38827,Grocery Store,Risk 2 (Medium),135 E 71ST ST ,CHICAGO,IL,60619,2021,Canvass,Out of Business
2484249,XANDO COFFEE & BAR / COSI SANDWICH BAR,XANDO COFFEE & BAR / COSI SANDWICH BAR,9,Restaurant,Risk 1 (High),116 S MICHIGAN AVE ,CHICAGO,IL,60603,2021,Canvass,Out of Business
2484240,TAQUERIA ATOTONILCO #2,TAQUERIA ATOTONILCO #2,7861,Restaurant,Risk 1 (High),1649 W 47TH ST ,CHICAGO,IL,60609,2021,Canvass Re-Inspection,Pass w/ Conditions
2484217,STRINGS RAMEN,STRINGS RAMEN,2492460,Restaurant,Risk 1 (High),919 W BELMONT AVE ,CHICAGO,IL,60657,2021,Canvass,Fail
2473163,WHEREWITHALL,WHEREWITHALL,2621661,Restaurant,Risk 1 (High),3472 N ELSTON AVE ,CHICAGO,IL,60618,2021,Canvass,Pass
2473158,WILEY'S CHICKEN & RIBS,WILEY'S CHICKEN & RIBS,2009371,Restaurant,Risk 1 (High),3853 W Madison ST ,CHICAGO,IL,60624,2021,Complaint,No Entry
2473151,LIGHTHOUSE ARTSPACE CHICAGO,LIGHTHOUSE ARTSPACE CHICAGO,2767128,Restaurant,Risk 3 (Low),100-108 W GERMANIA PL ,,IL,60610,2021,License,Fail
2473138,PAZZO'S,PAZZO'S,1092264,Restaurant,Risk 1 (High),311 S WACKER DR ,CHICAGO,IL,60606,2021,Canvass,Pass
2473142,TANK NOODLE,TANK NOODLE,2712705,Restaurant,Risk 1 (High),4706-4710 W IRVING PARK RD ,CHICAGO,IL,60641,2021,License,Not Ready
2473143,TANK NOODLE,TANK NOODLE,2712706,Restaurant,Risk 1 (High),4706-4710 W IRVING PARK RD ,CHICAGO,IL,60641,2021,License,Not Ready
2473124,JEWEL FOOD STORE #3470,JEWEL FOOD STORE #3470,1382,Grocery Store,Risk 1 (High),3570 N ELSTON AVE ,CHICAGO,IL,60618,2021,Complaint Re-Inspection,Pass
2473116,EL LLANO RESTAURANT,EL LLANO RESTAURANT,2583790,Restaurant,Risk 1 (High),3941 N LINCOLN AVE ,CHICAGO,IL,60613,2021,Canvass,Pass
2473118,MUNCHIES,SHARKS FISH & CHICKEN,2536103,Restaurant,Risk 2 (Medium),3900 W MADISON ST ,CHICAGO,IL,60624,2021,Complaint,Fail
2473160,PREPPED N PLATED LLC,PREPPED N PLATED,2671690,Restaurant,Risk 1 (High),3430 N SOUTHPORT AVE ,CHICAGO,IL,60657,2021,Canvass,Pass
2473113,THAI ROOM RESTAURANT INC.,THAI ROOM RESTAURANT,9571,Restaurant,Risk 1 (High),4022 N WESTERN AVE ,CHICAGO,IL,60618,2021,Canvass,Out of Business
2473098,ADOBO GRILL,ADOBO GRILL,2457996,Restaurant,Risk 1 (High),215 W NORTH AVE ,CHICAGO,IL,60610,2021,Canvass,No Entry
2473089,SWEETGREEN CHICAGO LLC,SWEETGREEN,2559694,Restaurant,Risk 1 (High),150 N MICHIGAN AVE ,CHICAGO,IL,60601,2021,Canvass,Pass
2473087,PHILZ COFFEE,PHILZ COFFEE,2766979,Restaurant,Risk 2 (Medium),1555 N WELLS ST ,CHICAGO,IL,60610,2021,License,Pass
2473088,THE CHOPPING BLOCK,THE CHOPPING BLOCK,1358027,GROCERY STORE/COOKING SCHOOL,Risk 1 (High),4747 N LINCOLN AVE ,CHICAGO,IL,60625,2021,Canvass,Fail
2473073,"CARNICERIA LA HACIENDA, INC.","CARNICERIA LA HACIENDA, INC.",1492826,Grocery Store,Risk 1 (High),3459 W 59th ST ,CHICAGO,IL,60629,2021,Canvass,Pass
2473071,STARBUCKS COFFEE #11048,STARBUCKS COFFEE #11048,1767602,Restaurant,Risk 2 (Medium),600 W LAKE ST ,CHICAGO,IL,60661,2021,Complaint,Pass
2473072,BLOOMING BUD  DAYCARE,BLOOMING BUD DAYCARE,2374127,Children's Services Facility,Risk 1 (High),5715 N LINCOLN AVE ,CHICAGO,IL,60659,2021,Canvass,Fail
2473025,HUDSON,HUDSON,2745104,Grocery Store,Risk 3 (Low),11601 W TOUHY AVE ,CHICAGO,IL,60666,2021,License,Pass
2473019,"ALOHA POKE LOYOLA, LLC",ALOHA POKE CO.,2595773,Restaurant,Risk 1 (High),6462 N SHERIDAN RD ,CHICAGO,IL,60626,2021,Canvass,Out of Business
2473006,GLADY'S RESTAURANT,GLADY'S,2766880,Restaurant,Risk 1 (High),1225 E 87TH ST ,CHICAGO,IL,60619,2021,License,Fail
2473009,JENI'S SPLENDID ICE CREAMS,JENI'S SPLENDID ICE CREAMS,2767260,Restaurant,Risk 2 (Medium),2512 N MILKWAUKEE AVE ,CHICAGO,IL,60647,2021,License,Pass
2473003,DUNKIN DONUTS,DUNKIN DONUTS,2424109,Restaurant,Risk 2 (Medium),5454 S STATE ST ,CHICAGO,IL,60609,2021,Canvass,Pass
2472999,SOUTH SIDE YMCA PRE-SCHOOL,SOUTH SIDE YMCA PRE-SCHOOL,2215700,Children's Services Facility,Risk 1 (High),6330 S STONY ISLAND AVE ,CHICAGO,IL,60637,2021,License,Pass
2472990,MUI'S FEIDA BAKERY,MUI'S FEIDA BAKERY,82530,Restaurant,Risk 1 (High),2228 S WENTWORTH AVE ,CHICAGO,IL,60616,2021,Canvass,Fail
2472965,SHOP-N-SAVE,SHOP-N-SAVE,2767280,Grocery Store,Risk 2 (Medium),135 E 71ST ST ,CHICAGO,IL,60619,2021,License,Not Ready
2472964,EL MUCHACHO ALEGRE,EL MUCHACHO ALEGRE,2163723,Restaurant,Risk 1 (High),3036 N PULASKI RD ,CHICAGO,IL,60641,2021,Non-Inspection,No Entry
2472952,DUNKIN DONUTS BASKIN ROBBINS,DUNKIN DONUTS BASKIN ROBBINS,1488341,Restaurant,Risk 2 (Medium),6001 W ADDISON ST ,CHICAGO,IL,60634,2021,Canvass Re-Inspection,Pass
2472962,ADEN POULTRY,ADEN POULTRY,1954065,Live Poultry,Risk 2 (Medium),2731 W LAWRENCE AVE ,CHICAGO,IL,60625,2021,Complaint Re-Inspection,Pass
2472953,KIKKA,KIKKA,2464925,Restaurant,Risk 1 (High),5118 S LAKE PARK ,CHICAGO,IL,60615,2021,Canvass,Pass
2472948,TAQUIZAS DON RAFA 2,TAQUIZAS DON RAFA 2,2762827,Restaurant,Risk 1 (High),3857 W 26TH ST ,CHICAGO,IL,60623,2021,License Re-Inspection,Pass
2473023,KOREAN BBQ HOUSE,KOREAN BBQ HOUSE,26117,Restaurant,Risk 1 (High),3315 W BRYN MAWR AVE ,CHICAGO,IL,60659,2021,Non-Inspection,No Entry
2472928,NEAR THE PIER DEVELOPMENT CNTR,NEAR THE PIER DEVELOPMENT CNTR,2215622,DAYCARE,Risk 1 (High),540 N LAKE SHORE DR ,CHICAGO,IL,60611,2021,License,Pass w/ Conditions
2472932,DUNKIN DONUTS,DUNKIN DONUTS,1915548,Restaurant,Risk 2 (Medium),211 W ADAMS ST ,CHICAGO,IL,60606,2021,Non-Inspection,No Entry
2472987,VICKY'S CAFE LLC,VICKY'S CAFE,2698556,Restaurant,Risk 1 (High),1308 W 95TH ST ,CHICAGO,IL,60643,2021,Canvass,Out of Business
2472912,AFC SUSHI @JEWEL-OSCO #3455,AFC SUSHI @JEWEL-OSCO #3455,2084342,Grocery Store,Risk 1 (High),4355 N SHERIDAN RD ,CHICAGO,IL,60613,2021,Canvass,Pass
2472897,PRIME BAR,PRIME BAR,1999183,Restaurant,Risk 1 (High),155 N WACKER DR ,CHICAGO,IL,60606,2021,Canvass,Out of Business
2472874,THE ORIGINAL MAMA MIAS,THE ORIGINAL MAMA MIAS,2327892,Restaurant,Risk 1 (High),4638 N CUMBERLAND AVE ,CHICAGO,IL,60656,2021,Canvass,Out of Business
2472873,VIET NAM RESTAURANT,VIET NAM RESTAURANT,2121019,Restaurant,Risk 1 (High),1032 W ARGYLE ST ,CHICAGO,IL,60640,2021,Canvass,Pass w/ Conditions
2472863,NEW ORLEANS SEAFOOD INC,NEW ORLEANS SEAFOOD,2550253,Restaurant,Risk 1 (High),1046-1/2 W ARGYLE ST ,CHICAGO,IL,60640,2021,Canvass Re-Inspection,Fail
585452,TACOS DON CUCO,TACOS DON CUCO,1491578,Restaurant,Risk 1 (High),1847 W 47TH ST ,CHICAGO,IL,60609,2021,Canvass,Pass
2472853,CARNICERIA EL CASTILLO,CARNICERIA EL CASTILLO,2676974,Grocery Store,Risk 1 (High),1645 W 47TH ST ,CHICAGO,IL,60609,2021,Canvass,Out of Business
2472876,JOYS,JOY'S,1677471,Restaurant,Risk 1 (High),3257-3259 N BROADWAY ,CHICAGO,IL,60657,2021,Canvass Re-Inspection,Pass
2472812,FIN SUSHI BAR,FIN SUSHI BAR,2079332,Restaurant,Risk 1 (High),1742 W WILSON AVE ,CHICAGO,IL,60640,2021,Complaint,Fail
2472796,POPEYE'S #862,POPEYE'S #862,2738644,Restaurant,Risk 1 (High),818 E 47TH ST ,CHICAGO,IL,60653,2021,Complaint,Pass
2472791,PUPUSERIA METAPAN,PUPUSERIA METAPAN RESTAURANT,2510614,Restaurant,Risk 1 (High),6107 W ADDISON ST ,CHICAGO,IL,60634,2021,Canvass Re-Inspection,Pass
2472785,EL TERCO LEON TAQUERIA,EL TERCO LEON TAQUERIA,2708911,Restaurant,Risk 1 (High),7152 N CALIFORNIA AVE ,CHICAGO,IL,60645,2021,Canvass,Pass
2472784,KENTUCKY FRIED CHICKEN,KENTUCKY FRIED CHICKEN,2565164,Restaurant,Risk 1 (High),4200 W 55TH ST ,CHICAGO,IL,60632,2021,Complaint Re-Inspection,Pass
2472775,OFF THE TRACKS,OFF THE TRACKS,2162577,Restaurant,Risk 1 (High),190 N WELLS ST ,CHICAGO,IL,60606,2021,Non-Inspection,No Entry
